action	reward
0	3.16207298341306
1	0.1773531918230486
2	0.2983027673555692
0	2.759550481611835
2	0.0
1	0.0
0	0.6776249066275237
2	0.0
1	0.4309120606844314
0	0.0256809647336131
1	0.0
0	1.1897317420121056
2	0.0
0	2.6238721715765383
1	0.0
2	0.0
0	1.7310509584798082
0	0.9580254117055872
1	0.0
2	0.0
0	1.4793309689546423
1	0.1889063647544584
2	0.0
0	0.7442886335936598
0	0.9896593558341124
1	0.6756392228496231
2	0.0
0	1.5880621215510085
1	0.0
2	0.093445933494618
0	0.0
1	0.3582312185913814
0	0.6284762624357654
2	0.4165709623150299
1	0.9584644009640338
0	0.6209354652000495
2	0.0
1	0.0
0	1.3436519634454094
2	0.0
0	1.2086314935472755
1	0.6013821213404011
0	3.56183643319872
0	0.75302864440946
2	0.0
1	0.6596072674909493
0	0.9172632996428408
2	0.5993159922695809
1	0.1347614516211299
0	1.2085004265887218
0	0.2031430818616217
2	0.0
1	0.3213376954535207
0	1.0144585282080325
2	0.0
1	0.0
0	0.5547696198165065
2	0.0
1	0.0
0	0.6373579328774903
0	0.3535489335731858
2	0.0
1	1.1165947938970948
0	2.096745514957466
1	0.0
0	1.950498174962072
2	0.0
0	2.066384117139143
0	0.4093610338226653
1	0.7060968675662809
2	0.0
0	0.3676794247370077
1	0.2671989318362714
2	0.0
0	0.7162343386648546
1	0.1276563876648825
0	0.4229460447715928
2	0.0
1	0.0
0	1.5627317863894354
0	0.2154534531729784
2	0.0
1	0.0
0	0.6702700751721908
2	0.9578419522589532
1	0.0738959758452352
0	0.5034709653967355
2	0.0
0	2.875172820110107
0	1.959251697702987
1	0.6283084586743911
0	0.2388880127268202
2	0.0
1	0.0
0	1.7312394988797182
0	1.994675445394007
2	0.0
1	0.356221641180085
0	0.6520981168659544
0	2.233325671781748
2	0.0
1	0.2121391488257725
0	0.8794320598717107
0	0.5513756583147158
1	0.0
2	0.0
0	2.7573914728562223
0	0.3550329868632316
1	0.492936162189954
2	0.0
0	0.9323790353259132
0	1.9516640273414585
1	0.0
0	0.8123896112919864
2	0.0
0	0.7376085773626573
1	0.0
2	0.4352347074066149
0	5.677097835124771
0	0.4849152370071329
0	0.0498472048702105
1	0.0
2	0.2348390794898499
0	0.1622285575205658
1	0.9159237744769516
0	1.479801404701678
2	0.9338325089891945
0	2.7922785088893525
0	1.011588705637514
1	0.7854340014599015
2	0.0
0	0.0658378379459385
1	0.0
0	6.564312482579681
0	1.474610850574521
0	0.0
2	0.0
0	1.233806065465873
1	0.0
0	2.7898557332345564
0	2.6390017568927213
0	1.9671346001693415
2	0.0
0	1.4130226424663523
1	0.4307070037448027
0	0.4970226157004175
2	0.0
0	2.1230336937011107
1	0.0
0	0.5333564262211142
2	0.0
0	0.7836659446215954
1	0.0
0	1.6837911675038504
0	3.540470824100597
0	0.3863399513973189
2	0.0
1	0.0853561617264845
0	1.6534272403176304
0	1.413169364425755
2	0.0
0	1.896144889037961
1	0.0
0	1.7635421616966227
0	2.0471398345331924
0	1.6067398757000406
2	0.4653517170757224
0	3.746795738992149
0	0.9083534610543228
1	0.6483341011050769
0	1.0575183344915793
2	0.0
1	0.0
0	0.7281969713021883
0	0.0
2	0.0
1	0.0
0	1.5473232979279496
0	0.5007400763564266
2	0.7825153662907529
1	0.380695240006586
0	0.5621129578458923
2	0.0
0	0.3740138190983684
1	0.9718659568526764
0	0.5784628194933985
1	0.0
2	0.0
0	1.0509394496548996
0	0.0970102651642375
1	0.0
2	0.0
0	0.4624725088282686
1	0.3695666901865789
0	1.139804802536513
2	0.0
0	2.4931730628397677
0	0.6052685945074544
1	0.0
0	0.0
2	0.0
1	0.0
0	0.7401312499629299
2	0.8695515555783495
0	1.3786266117246575
0	0.0769436913838896
1	0.0
2	0.0
0	1.3541298236945964
1	0.0
0	0.4640910322399689
2	0.0591946467103945
0	2.6419052427006844
0	0.0745874242219639
1	0.0
2	0.1456687418547687
0	0.6030628043260944
0	1.2300702926401712
1	0.4723322586049687
2	0.0
0	0.5837306628473825
1	0.2195079915141478
0	3.0070208956443425
0	0.0896207304379549
2	0.0
0	0.5143314874687537
1	0.0
0	0.3808412168851451
2	0.5699619505238555
0	0.5171815371217462
1	0.0
2	0.0
0	0.7907036115209134
0	0.6710113104026503
1	0.0
2	0.8268079808374883
0	0.8848800971002195
0	0.8398657742651049
2	0.0
1	0.0
0	0.0
2	0.4965961443363097
1	0.1325149226490808
0	1.5932475897998604
0	2.7943789669441084
0	2.3798509960183503
0	0.3499641877600487
2	0.163817792975747
1	0.2665006259323823
0	0.0
0	0.5799949661672676
2	0.0
1	0.0
0	2.9624048834419696
0	0.430639054297123
0	1.9755125715139803
2	0.0
1	0.1152692012378228
0	3.6482945399556375
0	1.173337501037152
0	2.702041214281555
0	1.9562717189067795
0	2.8070596675224797
0	0.871837117572774
0	2.9287401079231294
0	0.3330347561784139
2	0.0
1	0.5951806393739761
0	2.5416877020597313
0	0.2751460644146161
1	0.0
0	0.6943585580664648
2	0.8588457797698037
0	0.2042043265126136
2	0.0
1	0.855161877800188
0	0.4460717711375395
1	0.5151548407681276
0	0.3557522738346047
2	0.0
1	0.9687013163770996
0	2.0239361884556115
0	2.801664985649691
0	2.8643171268453456
0	1.1748298097031713
0	0.4615921673995631
1	0.0
2	0.0
0	0.0283431393343618
1	0.0
2	0.0
0	0.8624856673584459
0	0.7488085224569567
0	2.9641462803302336
0	0.2094291793387487
1	0.1453366244243827
2	0.3824556995306781
0	0.1331186641301296
2	0.0
1	0.4065989313758811
0	2.03641559295951
0	0.7158083149845973
0	2.537916895204409
0	0.2797668501286179
1	0.6834897381142566
2	0.0
0	1.5926527938453543
